date,open,high,low,last,expiration_code,created_at,symbol_csi,numericdeliverymonth,expirydate,lastprice,volume,oi,totalvolume,totaloi,marketname,exchange,contractsize,category,pointvalue,unadjustedclose
2005-06-15,61.71,61.81,61.18,61.21,Z05,1144,CT2,200512,20051207,61.21,12913,58917,23914,94892,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,61.21
2005-06-16,61.61,62.56,61.16,61.24,Z05,1144,CT2,200512,20051207,61.24,10417,61299,19444,94710,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,61.24
2005-06-17,61.71,62.21,61.36,61.95,Z05,1144,CT2,200512,20051207,61.95,7435,63230,13569,92530,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,61.95
2005-06-20,62.51,63.56,62.36,63.1,Z05,1144,CT2,200512,20051207,63.1,12380,65548,19801,93788,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,63.1
2005-06-21,63.3,64.0,63.26,63.64,Z05,1144,CT2,200512,20051207,63.64,11782,67319,19481,93953,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,63.64
2005-06-22,64.11,64.24,62.86,62.9,Z05,1144,CT2,200512,20051207,62.9,11285,69628,19448,93724,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.9
2005-06-23,62.56,64.21,62.51,64.07,Z05,1144,CT2,200512,20051207,64.07,9116,70553,16871,90138,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,64.07
2005-06-24,64.26,65.41,64.25,65.4,Z05,1144,CT2,200512,20051207,65.4,14522,70389,16523,88589,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,65.4
2005-06-27,65.51,66.09,65.31,66.04,Z05,1144,CT2,200512,20051207,66.04,13709,70464,15386,88598,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,66.04
2005-06-28,65.86,66.01,64.46,64.6,Z05,1144,CT2,200512,20051207,64.6,7229,70184,8389,88242,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,64.6
2005-06-29,64.46,66.26,64.46,65.76,Z05,1144,CT2,200512,20051207,65.76,8613,71021,9726,89137,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,65.76
2005-06-30,65.91,67.36,65.81,67.0,Z05,1144,CT2,200512,20051207,67.0,20725,73838,25363,92057,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,67.0
2005-07-01,66.71,67.11,65.61,66.76,Z05,1144,CT2,200512,20051207,66.76,8070,73610,8756,91908,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,66.76
2005-07-05,66.41,67.81,66.21,67.68,Z05,1144,CT2,200512,20051207,67.68,10242,74289,11430,91929,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,67.68
2005-07-06,66.96,67.36,65.54,65.57,Z05,1144,CT2,200512,20051207,65.57,11264,75610,12304,92601,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,65.57
2005-07-07,65.67,66.96,65.43,66.49,Z05,1144,CT2,200512,20051207,66.49,6568,75753,7189,92722,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,66.49
2005-07-08,66.06,66.41,65.21,66.08,Z05,1144,CT2,200512,20051207,66.08,4235,75042,4663,92091,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,66.08
2005-07-11,65.31,65.86,65.06,65.62,Z05,1144,CT2,200512,20051207,65.62,3835,74755,4225,91836,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,65.62
2005-07-12,63.11,63.86,62.62,62.62,Z05,1144,CT2,200512,20051207,62.62,8346,73015,9454,90231,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.62
2005-07-13,61.66,62.51,61.26,62.17,Z05,1144,CT2,200512,20051207,62.17,13553,72639,15667,90142,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.17
2005-07-14,62.15,62.51,61.51,62.45,Z05,1144,CT2,200512,20051207,62.45,9302,73175,10524,90680,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.45
2005-07-15,62.31,62.66,61.66,62.06,Z05,1144,CT2,200512,20051207,62.06,5353,73109,5913,90734,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.06
2005-07-18,61.72,61.96,60.76,61.41,Z05,1144,CT2,200512,20051207,61.41,7694,73713,8616,91526,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,61.41
2005-07-19,60.71,60.91,60.01,60.4,Z05,1144,CT2,200512,20051207,60.4,11527,74005,13568,92001,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,60.4
2005-07-20,60.47,61.06,59.97,60.5,Z05,1144,CT2,200512,20051207,60.5,8986,74253,10000,92391,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,60.5
2005-07-21,60.93,61.26,60.01,61.21,Z05,1144,CT2,200512,20051207,61.21,8057,75123,10059,93750,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,61.21
2005-07-22,60.76,62.41,60.76,62.37,Z05,1144,CT2,200512,20051207,62.37,6073,74638,7382,93615,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.37
2005-07-25,61.96,62.44,61.71,62.41,Z05,1144,CT2,200512,20051207,62.41,3643,74708,4105,93673,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.41
2005-07-26,62.36,63.51,62.01,62.5,Z05,1144,CT2,200512,20051207,62.5,8084,74766,9373,93888,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.5
2005-07-27,61.56,62.41,61.56,62.07,Z05,1144,CT2,200512,20051207,62.07,4770,73694,5573,92991,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.07
2005-07-28,62.36,62.81,62.01,62.37,Z05,1144,CT2,200512,20051207,62.37,3165,73364,4132,93060,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.37
2005-07-29,62.76,63.41,62.46,63.09,Z05,1144,CT2,200512,20051207,63.09,5945,74388,8206,94011,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,63.09
2005-08-01,63.11,63.46,62.86,62.93,Z05,1144,CT2,200512,20051207,62.93,4449,73905,5165,93750,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.93
2005-08-02,61.71,63.91,61.71,63.12,Z05,1144,CT2,200512,20051207,63.12,8844,74050,10446,94139,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,63.12
2005-08-03,63.51,63.8,62.81,62.9,Z05,1144,CT2,200512,20051207,62.9,4306,73977,5108,94130,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.9
2005-08-04,62.86,63.21,62.46,62.98,Z05,1144,CT2,200512,20051207,62.98,2902,73892,3309,94101,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.98
2005-08-05,63.01,63.21,62.11,62.34,Z05,1144,CT2,200512,20051207,62.34,6253,73729,7413,94052,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.34
2005-08-08,62.16,62.34,61.84,61.86,Z05,1144,CT2,200512,20051207,61.86,5592,73589,6820,94335,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,61.86
2005-08-09,61.62,62.06,61.61,61.75,Z05,1144,CT2,200512,20051207,61.75,4431,73591,6131,94924,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,61.75
2005-08-10,61.61,61.66,60.88,60.94,Z05,1144,CT2,200512,20051207,60.94,8022,73825,9618,95473,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,60.94
2005-08-11,60.96,61.46,60.31,60.36,Z05,1144,CT2,200512,20051207,60.36,7421,74379,9464,96490,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,60.36
2005-08-12,60.51,60.86,59.51,59.61,Z05,1144,CT2,200512,20051207,59.61,12135,76203,14813,99217,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,59.61
2005-08-15,58.91,59.26,58.41,58.54,Z05,1144,CT2,200512,20051207,58.54,12459,77615,14884,101198,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,58.54
2005-08-16,58.81,59.26,58.62,58.63,Z05,1144,CT2,200512,20051207,58.63,4898,78182,6348,101777,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,58.63
2005-08-17,59.01,59.6,58.91,59.47,Z05,1144,CT2,200512,20051207,59.47,4971,78705,6191,102616,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,59.47
2005-08-18,59.61,59.86,58.61,58.65,Z05,1144,CT2,200512,20051207,58.65,6073,78766,6979,102742,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,58.65
2005-08-19,58.61,59.21,58.37,59.17,Z05,1144,CT2,200512,20051207,59.17,6665,79012,8409,103313,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,59.17
2005-08-22,58.71,60.11,58.71,59.47,Z05,1144,CT2,200512,20051207,59.47,5549,79769,7567,104058,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,59.47
2005-08-23,59.51,60.06,59.26,59.86,Z05,1144,CT2,200512,20051207,59.86,4786,80063,6022,104475,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,59.86
2005-08-24,60.16,60.41,58.76,59.28,Z05,1144,CT2,200512,20051207,59.28,5677,79660,7169,104422,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,59.28
2005-08-25,59.11,59.36,58.71,58.72,Z05,1144,CT2,200512,20051207,58.72,4631,79540,6179,104745,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,58.72
2005-08-26,58.76,59.11,58.76,59.07,Z05,1144,CT2,200512,20051207,59.07,2996,79655,4567,105152,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,59.07
2005-08-29,59.96,60.31,58.86,59.75,Z05,1144,CT2,200512,20051207,59.75,8832,79558,10534,105112,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,59.75
2005-08-30,59.86,61.71,59.86,60.89,Z05,1144,CT2,200512,20051207,60.89,13452,78303,16145,104379,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,60.89
2005-08-31,60.96,61.18,60.21,60.35,Z05,1144,CT2,200512,20051207,60.35,7409,78276,10303,104454,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,60.35
2005-09-01,60.51,60.71,58.86,60.55,Z05,1144,CT2,200512,20051207,60.55,13209,79466,15672,105825,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,60.55
2005-09-02,60.81,61.26,59.71,60.46,Z05,1144,CT2,200512,20051207,60.46,9823,80896,14278,107902,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,60.46
2005-09-06,60.81,62.46,60.51,62.39,Z05,1144,CT2,200512,20051207,62.39,14968,79195,20630,107098,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.39
2005-09-07,62.36,63.51,62.21,63.49,Z05,1144,CT2,200512,20051207,63.49,17614,77081,22265,105560,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,63.49
2005-09-08,62.91,63.46,62.26,62.62,Z05,1144,CT2,200512,20051207,62.62,10539,76768,14812,105067,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.62
2005-09-09,62.41,62.93,62.11,62.56,Z05,1144,CT2,200512,20051207,62.56,5266,77018,6653,105387,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.56
2005-09-12,61.21,61.91,61.16,61.81,Z05,1144,CT2,200512,20051207,61.81,7526,77279,9006,105632,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,61.81
2005-09-13,61.32,61.46,60.16,60.41,Z05,1144,CT2,200512,20051207,60.41,9138,76294,10589,104571,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,60.41
2005-09-14,60.21,61.01,60.17,60.55,Z05,1144,CT2,200512,20051207,60.55,6096,76078,7411,104405,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,60.55
2005-09-15,60.07,60.55,59.99,60.11,Z05,1144,CT2,200512,20051207,60.11,5517,76228,6815,104399,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,60.11
2005-09-16,60.41,60.71,60.11,60.38,Z05,1144,CT2,200512,20051207,60.38,5418,76559,6734,104340,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,60.38
2005-09-19,60.91,62.61,60.72,62.59,Z05,1144,CT2,200512,20051207,62.59,11365,76320,13397,104234,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.59
2005-09-20,61.62,62.26,60.83,61.18,Z05,1144,CT2,200512,20051207,61.18,8344,76366,10439,104347,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,61.18
2005-09-21,61.91,62.56,61.91,62.5,Z05,1144,CT2,200512,20051207,62.5,6807,76578,8753,104759,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.5
2005-09-22,62.61,62.81,61.11,62.58,Z05,1144,CT2,200512,20051207,62.58,8556,76622,10252,104517,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,62.58
2005-09-23,62.21,62.91,61.62,61.66,Z05,1144,CT2,200512,20051207,61.66,7825,77433,11108,104439,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,61.66
2005-09-26,61.21,62.06,61.08,61.87,Z05,1144,CT2,200512,20051207,61.87,5443,77216,5949,104153,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,61.87
2005-09-27,61.87,64.76,61.87,64.7,Z05,1144,CT2,200512,20051207,64.7,22023,78884,27032,107674,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,64.7
2005-09-28,64.51,65.06,63.81,64.52,Z05,1144,CT2,200512,20051207,64.52,15989,78634,22358,109189,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,64.52
2005-09-29,64.51,65.06,63.96,65.02,Z05,1144,CT2,200512,20051207,65.02,11074,79346,15736,109794,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,65.02
2005-09-30,65.11,65.13,63.62,63.72,Z05,1144,CT2,200512,20051207,63.72,9314,79227,11379,110069,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,63.72
2005-10-03,64.01,64.91,64.01,64.85,Z05,1144,CT2,200512,20051207,64.85,8323,79952,10318,110810,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,64.85
2005-10-04,64.46,64.56,63.61,63.66,Z05,1144,CT2,200512,20051207,63.66,5866,79492,7355,110391,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,63.66
2005-10-05,63.61,64.56,63.41,64.52,Z05,1144,CT2,200512,20051207,64.52,5624,79229,7156,110521,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,64.52
2005-10-06,64.22,65.31,63.96,64.36,Z05,1144,CT2,200512,20051207,64.36,10010,79818,12499,111506,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,64.36
2005-10-07,64.21,64.71,63.82,64.24,Z05,1144,CT2,200512,20051207,64.24,3301,79838,4421,111668,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,64.24
2005-10-10,65.24,67.16,65.11,66.27,Z05,1144,CT2,200512,20051207,66.27,14852,81819,19481,114590,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,66.27
2005-10-11,66.11,66.46,65.71,65.78,Z05,1144,CT2,200512,20051207,65.78,8335,82593,10559,115657,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,65.78
2005-10-12,66.01,66.68,65.88,66.51,Z05,1144,CT2,200512,20051207,66.51,7460,83951,10382,117568,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,66.51
2005-10-13,66.42,68.41,66.41,66.79,Z05,1144,CT2,200512,20051207,66.79,20244,86201,29603,121384,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,66.79
2005-10-14,65.81,67.61,65.71,67.54,Z05,1144,CT2,200512,20051207,67.54,11038,86685,14879,122688,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,67.54
2005-10-17,67.46,67.54,66.51,66.61,Z05,1144,CT2,200512,20051207,66.61,7369,85562,9521,121813,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,66.61
2005-10-18,66.11,66.36,65.13,65.98,Z05,1144,CT2,200512,20051207,65.98,10911,86311,14411,122932,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,65.98
2005-10-19,65.51,65.61,64.18,64.9,Z05,1144,CT2,200512,20051207,64.9,10934,85963,14459,122917,Cotton #2 (combined),ICE-US,50000 lbs,Food & Fiber,$5.00,64.9
